1	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ovm1978f-words#@ovm1978f#0.0#0.329
2	цитатой	цитатый	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#0.329#0.658
3	начну	начн	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#0.658#0.987
4	/	/	PUNCT	_	_	_	_	_	@ovm1978f-words#@ovm1978f#0.987#1.316
5	э	э	INTJ	_	_	_	_	_	@ovm1978f-words#@ovm1978f#1.316#1.645
6	/	/	PUNCT	_	_	_	_	_	@ovm1978f-words#@ovm1978f#1.645#1.974
7	тот	тот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#1.974#2.303
8	кто	кто	PRON	_	Case=Nom	_	_	_	@ovm1978f-words#@ovm1978f#2.303#2.632
9	не	не	PART	_	_	_	_	_	@ovm1978f-words#@ovm1978f#2.632#2.961
10	знает	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#2.961#3.29
11	математики	математика	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#3.29#3.619
12	даже	даже	PART	_	_	_	_	_	@ovm1978f-words#@ovm1978f#3.619#3.948
13	не	не	PART	_	_	_	_	_	@ovm1978f-words#@ovm1978f#3.948#4.277
14	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#4.277#4.606
15	обнаружить	обнаруживать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#4.606#4.935
16	своего	свой	DET	_	Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#4.935#5.264
17	невежества	невежество	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#5.264#5.6
18	не	не	PART	_	_	_	_	_	@ovm1978f-words#@ovm1978f#6.34#6.653
19	твоя	твой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#6.653#6.966
20	цитата	цитата	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#6.966#7.279
21	абсолютно	абсолютно	ADV	_	Degree=Pos	_	_	_	@ovm1978f-words#@ovm1978f#7.279#7.592
22	но	но	CCONJ	_	_	_	_	_	@ovm1978f-words#@ovm1978f#7.592#7.905
23	/	/	PUNCT	_	_	_	_	_	@ovm1978f-words#@ovm1978f#7.905#8.218
24	гм	г	ADJ	_	Case=Dat|Degree=Pos|Number=Plur	_	_	_	@ovm1978f-words#@ovm1978f#8.218#8.531
25	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@ovm1978f-words#@ovm1978f#8.531#8.844
26	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ovm1978f-words#@ovm1978f#8.844#9.157
27	очень	очень	ADV	_	Degree=Pos	_	_	_	@ovm1978f-words#@ovm1978f#9.157#9.47
28	логичная	логичный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#9.47#9.783
29	вещь	вещь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#9.783#10.096
30	#смеётся#	#смеётся#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#10.096#10.41
31	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#10.97#11.475
32	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#11.475#11.98
33	/	/	PUNCT	_	_	_	_	_	@ovm1978f-words#@ovm1978f#11.98#12.485
34	всё-таки	всё-таки	PART	_	_	_	_	_	@ovm1978f-words#@ovm1978f#12.485#12.99
35	э	эра	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#12.99#13.495
36	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#13.495#14.0
37	?	?	PUNCT	_	_	_	_	_	@ovm1978f-words#@ovm1978f#14.0#14.51
38	невежество	невежество	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#15.01#15.337
39	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#15.337#15.664
40	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@ovm1978f-words#@ovm1978f#15.664#15.991
41	#смеются#	#смеются#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#15.991#16.318
42	дальше	далеко	ADV	_	Degree=Cmp	_	_	_	@ovm1978f-words#@ovm1978f#16.318#16.645
43	поглядим	поглядеть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#16.645#16.972
44	увидим	видеть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#16.972#17.299
45	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@ovm1978f-words#@ovm1978f#17.299#17.626
46	напомню	напомнить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@ovm1978f-words#@ovm1978f#17.626#17.953
47	нашим	наш	DET	_	Case=Dat|Number=Plur	_	_	_	@ovm1978f-words#@ovm1978f#17.953#18.28
48	слушателям	слушатель	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@ovm1978f-words#@ovm1978f#18.28#18.607
49	что	что	SCONJ	_	_	_	_	_	@ovm1978f-words#@ovm1978f#18.607#18.934
50	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@ovm1978f-words#@ovm1978f#18.934#19.261
51	в	в	ADP	_	_	_	_	_	@ovm1978f-words#@ovm1978f#19.261#19.588
52	прямом	прямой	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#19.588#19.915
53	эфире	эфир	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#19.915#20.242
54	в	в	ADP	_	_	_	_	_	@ovm1978f-words#@ovm1978f#20.242#20.569
55	нашей	наш	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#20.569#20.896
56	группе	группа	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#20.896#21.223
57	вконтакте	вконтакть	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#21.223#21.55
58	в	в	ADP	_	_	_	_	_	@ovm1978f-words#@ovm1978f#21.55#21.877
59	нашей	наш	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#21.877#22.204
60	группе	группа	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#22.204#22.531
61	в	в	ADP	_	_	_	_	_	@ovm1978f-words#@ovm1978f#22.531#22.858
62	фейсбуке	фейсбук	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ovm1978f-words#@ovm1978f#22.858#23.185
63	а	а	CCONJ	_	_	_	_	_	@ovm1978f-words#@ovm1978f#23.185#23.512
